,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases
4983,Tanzania,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0.0,0,0,49,0
5083,Tanzania,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0,0.0,0,0,50,0
5183,Tanzania,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0,0,51,0
5283,Tanzania,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.0,0.0,0,0,52,0
5383,Tanzania,2020-02-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0.0,0,0,53,0
5483,Tanzania,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,0.0,0,0,54,0
5583,Tanzania,2020-02-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0,0.0,0,0,55,0
5683,Tanzania,2020-02-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0.0,0,0,56,0
5783,Tanzania,2020-02-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0,0.0,0,0,57,0
5883,Tanzania,2020-02-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0,0.0,0,0,58,0
5983,Tanzania,2020-02-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0,0.0,0,0,59,0
6083,Tanzania,2020-03-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.0,0.0,0,0,60,0
6183,Tanzania,2020-03-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0,0.0,0,0,61,0
6290,Tanzania,2020-03-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.0,0.0,0,0,62,0
6384,Tanzania,2020-03-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.0,0.0,0,0,63,0
6474,Tanzania,2020-03-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.0,0.0,0,0,64,0
6572,Tanzania,2020-03-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0.0,0.0,0,0,65,0
6675,Tanzania,2020-03-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.0,0.0,0,0,66,0
6779,Tanzania,2020-03-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.0,0.0,0,0,67,0
6881,Tanzania,2020-03-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0,0.0,0,0,68,0
6985,Tanzania,2020-03-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.0,0.0,0,0,69,0
7095,Tanzania,2020-03-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.0,0.0,0,0,70,0
7214,Tanzania,2020-03-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.0,0.0,0,0,71,0
7336,Tanzania,2020-03-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.0,0.0,0,0,72,0
7463,Tanzania,2020-03-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.0,0.0,0,0,73,0
7607,Tanzania,2020-03-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,0.0,0.0,0,0,74,0
7755,Tanzania,2020-03-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,0.0,0.0,0,0,75,0
7904,Tanzania,2020-03-17,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,43,0.0,0.0,0,0,76,0
8057,Tanzania,2020-03-18,1.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,43,0.0,0.0,0,0,77,0
8211,Tanzania,2020-03-19,1.0,0.0,2,0,0,1,0,0,0,2,0,0,0,0,0,4,0,43,0.0,0.0,0,0,78,0
8376,Tanzania,2020-03-20,3.0,0.0,3,0,0,2,0,0,0,3,0,0,0,0,0,5,0,43,2.0,0.5,0,0,79,0
8537,Tanzania,2020-03-21,3.0,0.0,4,0,0,3,0,0,0,4,0,0,0,0,0,6,0,43,0.0,0.5,0,0,80,0
8705,Tanzania,2020-03-22,3.0,0.0,5,0,0,4,1,0,0,5,0,0,0,0,0,7,0,43,0.0,0.5,0,0,81,0
8876,Tanzania,2020-03-23,6.0,0.0,6,0,0,5,2,0,0,6,1,0,0,0,0,7,1,43,1.0,0.75,0,0,82,0
9049,Tanzania,2020-03-24,12.0,0.0,7,0,0,6,3,0,0,7,2,0,0,0,0,7,2,43,1.0,0.5,0,0,83,0
9223,Tanzania,2020-03-25,12.0,0.0,8,0,0,7,4,0,0,8,3,0,0,0,0,7,3,43,0.0,0.5,0,0,84,0
7570,Nicaragua,2020-03-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,74,0
7718,Nicaragua,2020-03-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,75,0
7867,Nicaragua,2020-03-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0,76,0
8020,Nicaragua,2020-03-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,77,0
8173,Nicaragua,2020-03-19,1.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.0,0.0,0,0,78,0
8337,Nicaragua,2020-03-20,1.0,0.0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,0,0,79,0
8499,Nicaragua,2020-03-21,1.0,0.0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.0,0,0,80,0
8665,Nicaragua,2020-03-22,1.0,0.0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,0.0,0,0,81,0
8835,Nicaragua,2020-03-23,1.0,0.0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0,0.0,0,0,82,0
9008,Nicaragua,2020-03-24,2.0,0.0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1.0,0.25,0,0,83,0
9182,Nicaragua,2020-03-25,2.0,0.0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0,0.25,0,0,84,0
3180,Syria,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,31,0
3280,Syria,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,32,0
3380,Syria,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,33,0
3480,Syria,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,34,0
3580,Syria,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0,35,0
3681,Syria,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0,0,0,36,0
3781,Syria,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,0,0,37,0
3881,Syria,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0,0,0,38,0
3981,Syria,2020-02-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0,0,0,39,0
4081,Syria,2020-02-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0,0,0,40,0
4181,Syria,2020-02-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0,0,0,41,0
4281,Syria,2020-02-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0,0,0,42,0
4381,Syria,2020-02-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0,0,0,0,43,0
4481,Syria,2020-02-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0,0,0,0,44,0
4581,Syria,2020-02-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,0,0,0,45,0
4681,Syria,2020-02-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0,0,0,0,46,0
4781,Syria,2020-02-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0,0,0,47,0
4881,Syria,2020-02-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,0,0,0,48,0
4981,Syria,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,0,0,0,49,0
5081,Syria,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,0,0,0,50,0
5181,Syria,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,0,0,0,51,0
5281,Syria,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,0,0,0,52,0
5381,Syria,2020-02-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0,0,0,53,0
5481,Syria,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,0,0,0,54,0
5581,Syria,2020-02-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0,0,0,55,0
5681,Syria,2020-02-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,0,0,0,56,0
5781,Syria,2020-02-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,0,0,0,57,0
5881,Syria,2020-02-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,0,0,0,58,0
5981,Syria,2020-02-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0,0,0,59,0
6081,Syria,2020-03-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,0,0,0,60,0
6181,Syria,2020-03-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0,0,0,61,0
6287,Syria,2020-03-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.0,0,0,0,62,0
6381,Syria,2020-03-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.0,0,0,0,63,0
6472,Syria,2020-03-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.0,0,0,0,64,0
6570,Syria,2020-03-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0.0,0,0,0,65,0
6672,Syria,2020-03-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0.0,0,0,0,66,0
6776,Syria,2020-03-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0.0,0,0,0,67,0
6879,Syria,2020-03-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,36,1,0,0.0,0,0,0,68,0
6982,Syria,2020-03-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,36,2,0,0.0,0,0,0,69,0
7092,Syria,2020-03-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,3,0,0.0,0,0,0,70,0
7210,Syria,2020-03-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,36,4,0,0.0,0,0,0,71,0
7331,Syria,2020-03-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,5,0,0.0,0,0,0,72,0
7458,Syria,2020-03-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,36,6,0,0.0,0,0,0,73,0
7601,Syria,2020-03-15,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7,0,0,36,7,0,0.0,0,0,0,74,0
7749,Syria,2020-03-16,0.0,0.0,0,0,0,2,0,0,1,0,0,0,8,0,0,36,8,0,0.0,0,0,0,75,0
7898,Syria,2020-03-17,0.0,0.0,0,0,0,3,0,0,2,0,0,0,9,0,0,36,9,0,0.0,0,0,0,76,0
8051,Syria,2020-03-18,0.0,0.0,0,0,0,4,0,0,3,0,0,0,10,0,0,36,10,0,0.0,0,0,0,77,0
8205,Syria,2020-03-19,0.0,0.0,0,0,0,5,0,0,4,0,0,0,11,0,0,36,11,0,0.0,0,0,0,78,0
8369,Syria,2020-03-20,0.0,0.0,0,0,0,6,0,0,5,0,0,0,12,0,0,36,12,0,0.0,0,0,0,79,0
8530,Syria,2020-03-21,0.0,0.0,0,0,0,7,1,0,6,0,0,0,13,1,0,36,12,1,0.0,0,0,0,80,0
8698,Syria,2020-03-22,0.0,0.0,0,0,0,8,2,0,7,0,0,0,14,2,0,36,12,2,0.0,0,0,0,81,0
8868,Syria,2020-03-23,0.0,0.0,0,0,0,9,2,1,7,1,0,0,15,3,0,36,12,3,0.0,0,0,0,82,0
9041,Syria,2020-03-24,1.0,0.0,0,0,0,10,2,2,7,2,0,1,16,4,0,36,12,4,0.0,0,0,0,83,0
9215,Syria,2020-03-25,1.0,0.0,1,0,0,11,2,3,7,3,0,2,17,5,0,36,12,5,0.0,0,0,0,84,0
2492,Vietnam,2020-01-25,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,24,0
2591,Vietnam,2020-01-26,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,25,0
2690,Vietnam,2020-01-27,2.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,26,0
2789,Vietnam,2020-01-28,2.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,27,0
2888,Vietnam,2020-01-29,2.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,28,0
2987,Vietnam,2020-01-30,2.0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,29,0
3086,Vietnam,2020-01-31,2.0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,30,0
3186,Vietnam,2020-02-01,5.0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.375,0,0,31,0
3286,Vietnam,2020-02-02,5.0,0.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.375,0,0,32,0
3386,Vietnam,2020-02-03,7.0,0.0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.475,0,0,33,0
3486,Vietnam,2020-02-04,8.0,0.0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.14285714285714285,0.5107142857142857,0,0,34,0
3586,Vietnam,2020-02-05,9.0,0.0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0.125,0.16696428571428573,0,0,35,0
3687,Vietnam,2020-02-06,10.0,0.0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0.1111111111111111,0.19474206349206352,0,0,36,0
3787,Vietnam,2020-02-07,10.0,0.0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0.0,0.09474206349206349,0,0,37,0
3887,Vietnam,2020-02-08,12.0,0.0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0.10902777777777778,0,0,38,0
3987,Vietnam,2020-02-09,13.0,0.0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0.08333333333333333,0.09861111111111111,0,0,39,0
4087,Vietnam,2020-02-10,14.0,0.0,16,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0.07692307692307693,0.09006410256410256,0,0,40,0
4187,Vietnam,2020-02-11,14.0,0.0,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0.09006410256410256,0,0,41,0
4287,Vietnam,2020-02-12,15.0,0.0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0.07142857142857142,0.05792124542124542,0,0,42,0
4387,Vietnam,2020-02-13,15.0,0.0,19,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.03708791208791209,0,0,43,0
4487,Vietnam,2020-02-14,16.0,0.0,20,0,0,13,0,0,0,0,0,0,0,0,1,0,0,13,0.06666666666666667,0.034523809523809526,0,0,44,0
4587,Vietnam,2020-02-15,16.0,0.0,21,0,0,14,0,0,0,0,0,0,0,0,2,0,0,14,0.0,0.034523809523809526,0,0,45,0
4687,Vietnam,2020-02-16,16.0,0.0,22,0,0,15,0,0,0,0,0,0,0,0,3,0,0,15,0.0,0.016666666666666666,0,0,46,0
4787,Vietnam,2020-02-17,16.0,0.0,23,0,0,16,0,0,0,0,0,0,0,0,4,0,0,16,0.0,0.016666666666666666,0,0,47,0
4887,Vietnam,2020-02-18,16.0,0.0,24,0,0,17,0,0,0,0,0,0,0,0,5,0,0,17,0.0,0.0,0,0,48,0
4987,Vietnam,2020-02-19,16.0,0.0,25,0,0,18,0,0,0,0,0,0,0,0,6,0,0,18,0.0,0.0,0,0,49,0
5087,Vietnam,2020-02-20,16.0,0.0,26,0,0,19,0,0,0,0,0,0,0,0,7,0,0,19,0.0,0.0,0,0,50,0
5187,Vietnam,2020-02-21,16.0,0.0,27,0,0,20,0,0,0,0,0,0,0,0,8,0,0,20,0.0,0.0,0,0,51,0
5287,Vietnam,2020-02-22,16.0,0.0,28,0,0,21,0,0,0,0,0,0,0,0,9,0,0,21,0.0,0.0,0,0,52,0
5387,Vietnam,2020-02-23,16.0,0.0,29,0,0,22,0,0,0,0,0,0,0,0,10,0,0,22,0.0,0.0,0,0,53,0
5487,Vietnam,2020-02-24,16.0,0.0,30,0,0,23,0,0,0,0,0,0,0,0,11,0,0,23,0.0,0.0,0,0,54,0
5587,Vietnam,2020-02-25,16.0,0.0,31,0,0,24,0,0,0,0,0,0,0,0,12,0,0,24,0.0,0.0,0,0,55,0
5687,Vietnam,2020-02-26,16.0,0.0,32,0,0,25,0,0,0,0,0,0,0,0,13,0,0,25,0.0,0.0,0,0,56,0
5787,Vietnam,2020-02-27,16.0,0.0,33,0,0,26,0,0,0,0,0,0,0,0,14,0,0,26,0.0,0.0,0,0,57,0
5887,Vietnam,2020-02-28,16.0,0.0,34,0,0,27,0,0,0,0,0,0,0,0,15,0,0,27,0.0,0.0,0,0,58,0
5987,Vietnam,2020-02-29,16.0,0.0,35,0,0,28,0,0,0,0,0,0,0,0,16,0,0,28,0.0,0.0,0,0,59,0
6087,Vietnam,2020-03-01,16.0,0.0,36,0,0,29,0,0,0,0,0,0,0,0,17,0,0,29,0.0,0.0,0,0,60,0
6187,Vietnam,2020-03-02,16.0,0.0,37,0,0,30,0,0,0,0,0,0,0,0,18,0,0,30,0.0,0.0,0,0,61,0
6294,Vietnam,2020-03-03,16.0,0.0,38,0,0,31,0,0,0,0,0,0,0,0,19,0,0,31,0.0,0.0,0,0,62,0
6783,Vietnam,2020-03-08,17.0,0.0,40,0,0,36,0,0,0,0,0,0,0,0,24,0,0,36,0.0,0.0,0,0,67,0
6885,Vietnam,2020-03-09,21.0,0.0,41,0,0,37,0,0,0,0,0,0,0,0,25,0,0,37,0.23529411764705882,0.058823529411764705,0,0,68,0
6989,Vietnam,2020-03-10,30.0,0.0,42,0,0,38,0,0,0,0,0,0,0,0,26,0,0,38,0.42857142857142855,0.16596638655462184,0,0,69,0
7099,Vietnam,2020-03-11,31.0,0.0,43,0,0,39,0,0,0,0,0,0,0,0,27,0,0,39,0.03333333333333333,0.17429971988795517,0,0,70,0
7218,Vietnam,2020-03-12,35.0,0.0,44,0,0,40,0,0,0,0,0,0,0,0,28,0,0,40,0.12903225806451613,0.2065577844040842,0,0,71,0
7342,Vietnam,2020-03-13,39.0,0.0,45,0,0,41,0,0,0,0,0,0,0,0,29,0,0,41,0.11428571428571428,0.1763056835637481,0,0,72,0
7469,Vietnam,2020-03-14,44.0,0.0,46,0,0,42,0,0,0,0,0,0,0,0,30,0,0,42,0.1282051282051282,0.10121410847217298,0,0,73,0
7612,Vietnam,2020-03-15,49.0,0.0,47,0,0,43,0,0,0,0,0,0,0,0,31,0,0,43,0.11363636363636363,0.12128986604793056,0,0,74,0
7762,Vietnam,2020-03-16,53.0,0.0,48,0,0,44,0,0,1,0,0,0,0,0,32,0,0,44,0.08163265306122448,0.10943996479710764,0,0,75,0
7911,Vietnam,2020-03-17,57.0,0.0,49,0,0,45,0,0,2,0,0,0,0,0,33,0,0,45,0.07547169811320754,0.09973646075398096,0,0,76,0
8064,Vietnam,2020-03-18,61.0,0.0,50,0,0,46,0,0,3,0,0,0,0,0,34,0,0,46,0.07017543859649122,0.08522903835182172,0,0,77,0
8218,Vietnam,2020-03-19,61.0,0.0,51,0,0,47,0,0,4,0,0,0,0,0,35,0,0,47,0.0,0.05681994744273081,0,0,78,0
8383,Vietnam,2020-03-20,76.0,0.0,52,0,0,48,0,0,5,0,0,0,0,0,36,0,0,48,0.2459016393442623,0.09788719401349026,0,0,79,0
8544,Vietnam,2020-03-21,85.0,0.0,53,0,0,49,0,0,6,0,0,0,0,0,37,0,0,49,0.11842105263157894,0.10862453264308311,0,0,80,0
8712,Vietnam,2020-03-22,87.0,0.0,54,0,0,50,0,0,7,0,0,0,0,0,38,0,0,50,0.023529411764705882,0.09696302593513678,0,0,81,0
8883,Vietnam,2020-03-23,94.0,0.0,55,0,0,51,0,0,8,0,0,0,0,0,39,0,0,51,0.08045977011494253,0.11707796846387242,0,0,82,0
9056,Vietnam,2020-03-24,118.0,0.0,56,0,0,52,0,0,9,0,0,0,0,0,40,0,0,52,0.2553191489361702,0.11943234586184939,0,0,83,0
9231,Vietnam,2020-03-25,123.0,0.0,57,0,0,53,0,0,10,0,0,0,0,0,41,0,0,53,0.0423728813559322,0.1004203030429377,0,0,84,0
2394,South Africa,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,23,0
2493,South Africa,2020-01-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,24,0
2592,South Africa,2020-01-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0,0,25,0
2691,South Africa,2020-01-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0,0,26,0
2790,South Africa,2020-01-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0,0,27,0
2889,South Africa,2020-01-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0,0,28,0
2988,South Africa,2020-01-30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0.0,0,0,29,0
3087,South Africa,2020-01-31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0,0,30,0
3187,South Africa,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0.0,0,0,31,0
3287,South Africa,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,0,0,32,0
3387,South Africa,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0,0,33,0
3487,South Africa,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0.0,0,0,34,0
3587,South Africa,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0,0.0,0,0,35,0
3688,South Africa,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0,0.0,0,0,36,0
3788,South Africa,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,0.0,0,0,37,0
3888,South Africa,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.0,0.0,0,0,38,0
3988,South Africa,2020-02-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0,0,39,0
4088,South Africa,2020-02-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.0,0.0,0,0,40,0
4188,South Africa,2020-02-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.0,0.0,0,0,41,0
4288,South Africa,2020-02-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0.0,0.0,0,0,42,0
4388,South Africa,2020-02-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0.0,0.0,0,0,43,0
4488,South Africa,2020-02-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0.0,0.0,0,0,44,0
4588,South Africa,2020-02-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.0,0.0,0,0,45,0
4688,South Africa,2020-02-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0.0,0.0,0,0,46,0
4788,South Africa,2020-02-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.0,0.0,0,0,47,0
4888,South Africa,2020-02-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.0,0.0,0,0,48,0
4988,South Africa,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0.0,0.0,0,0,49,0
5088,South Africa,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.0,0.0,0,0,50,0
5188,South Africa,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.0,0.0,0,0,51,0
5288,South Africa,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.0,0.0,0,0,52,0
