,CountryName,Date,ConfirmedCases,ConfirmedDeaths,Days_since_ConfirmedCases,Days_since_ConfirmedDeaths,Days_since_S1_School closing_1.0,Days_since_S1_School closing_2.0,Days_since_S2_Workplace closing_1.0,Days_since_S2_Workplace closing_2.0,Days_since_S3_Cancel public events_1.0,Days_since_S3_Cancel public events_2.0,Days_since_S4_Close public transport_1.0,Days_since_S4_Close public transport_2.0,Days_since_S5_Public information campaigns_1.0,Days_since_S6_Restrictions on internal movement_1.0,Days_since_S6_Restrictions on internal movement_2.0,Days_since_S7_International travel controls_1.0,Days_since_S7_International travel controls_2.0,Days_since_S7_International travel controls_3.0,%ConfirmedCases,%ConfirmedCases_smooth,%ConfirmedDeaths,%ConfirmedDeaths_smooth,Days,Days_since_100Cases
4271,Qatar,2020-02-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,9,0,10,0.0,0.0,0,0,42,0
4371,Qatar,2020-02-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,9,0,11,0.0,0.0,0,0,43,0
4471,Qatar,2020-02-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,12,0.0,0.0,0,0,44,0
4571,Qatar,2020-02-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,0,0,9,0,13,0.0,0.0,0,0,45,0
4671,Qatar,2020-02-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,14,0.0,0.0,0,0,46,0
4771,Qatar,2020-02-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26,0,0,9,0,15,0.0,0.0,0,0,47,0
4871,Qatar,2020-02-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,16,0.0,0.0,0,0,48,0
4971,Qatar,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,17,0.0,0.0,0,0,49,0
5071,Qatar,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,18,0.0,0.0,0,0,50,0
5171,Qatar,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30,0,0,9,0,19,0.0,0.0,0,0,51,0
5271,Qatar,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,0,0,9,0,20,0.0,0.0,0,0,52,0
5371,Qatar,2020-02-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,21,0.0,0.0,0,0,53,0
5471,Qatar,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,22,0.0,0.0,0,0,54,0
5571,Qatar,2020-02-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,34,0,0,9,0,23,0.0,0.0,0,0,55,0
5671,Qatar,2020-02-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,0,24,0.0,0.0,0,0,56,0
5771,Qatar,2020-02-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,36,0,0,9,0,25,0.0,0.0,0,0,57,0
5871,Qatar,2020-02-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,37,0,0,9,0,26,0.0,0.0,0,0,58,0
5971,Qatar,2020-02-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,0,27,0.0,0.0,0,0,59,0
6071,Qatar,2020-03-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,39,0,0,9,0,28,0.0,0.0,0,0,60,0
6171,Qatar,2020-03-02,1.0,0.0,0,0,0,0,0,0,0,1,0,0,40,0,0,9,0,29,0.0,0.0,0,0,61,0
6275,Qatar,2020-03-03,3.0,0.0,1,0,0,0,0,0,0,2,0,0,41,0,0,9,0,30,2.0,0.0,0,0,62,0
6369,Qatar,2020-03-04,8.0,0.0,2,0,0,0,0,0,0,3,0,0,42,0,0,9,0,31,1.6666666666666667,0.0,0,0,63,0
6461,Qatar,2020-03-05,8.0,0.0,3,0,0,0,0,0,0,4,0,0,43,0,0,9,0,32,0.0,0.9166666666666667,0,0,64,0
6765,Qatar,2020-03-08,11.0,0.0,5,0,0,0,0,0,0,7,0,0,46,0,0,9,0,35,0.0,0.0,0,0,67,0
6868,Qatar,2020-03-09,12.0,0.0,6,0,0,0,0,0,0,8,0,0,47,0,0,9,0,36,0.09090909090909091,0.022727272727272728,0,0,68,0
6971,Qatar,2020-03-10,15.0,0.0,7,0,0,0,0,0,0,9,0,0,48,0,0,9,0,37,0.25,0.08522727272727273,0,0,69,0
7081,Qatar,2020-03-11,18.0,0.0,8,0,0,1,0,0,0,10,0,0,49,0,0,9,0,38,0.2,0.13522727272727275,0,0,70,0
7199,Qatar,2020-03-12,24.0,0.0,9,0,0,2,0,0,0,11,0,0,50,0,0,9,0,39,0.3333333333333333,0.21856060606060607,0,0,71,0
7319,Qatar,2020-03-13,262.0,0.0,10,0,0,3,0,0,0,12,0,0,51,0,0,9,0,40,9.916666666666666,2.675,0,0,72,0
7445,Qatar,2020-03-14,320.0,0.0,11,0,0,4,0,0,0,13,0,0,52,0,0,9,0,41,0.22137404580152673,2.6678435114503816,0,0,73,0
7584,Qatar,2020-03-15,320.0,0.0,12,0,0,5,0,0,0,14,0,0,53,0,0,9,0,42,0.0,2.6178435114503817,0,0,74,0
7732,Qatar,2020-03-16,337.0,0.0,13,0,0,6,0,0,0,15,0,1,54,0,0,9,0,43,0.053125,2.547791428117048,0,0,75,0
7881,Qatar,2020-03-17,401.0,0.0,14,0,0,7,0,0,0,16,0,2,55,0,1,9,0,44,0.18991097922848665,0.11610250625750335,0,0,76,0
8034,Qatar,2020-03-18,439.0,0.0,15,0,0,8,0,1,0,17,0,3,56,0,2,9,0,45,0.09476309226932668,0.08444976787445334,0,0,77,0
8188,Qatar,2020-03-19,442.0,0.0,16,0,0,9,0,2,0,18,0,4,57,0,3,9,0,46,0.00683371298405467,0.086158196120467,0,0,78,0
8352,Qatar,2020-03-20,452.0,0.0,17,0,0,10,0,3,0,19,0,5,58,1,3,9,0,47,0.02262443438914027,0.07853305471775206,0,0,79,0
8513,Qatar,2020-03-21,460.0,0.0,18,0,0,11,0,4,0,20,0,6,59,1,4,9,0,48,0.017699115044247787,0.035480088671692354,0,0,80,0
8680,Qatar,2020-03-22,470.0,0.0,19,0,0,12,0,5,0,21,0,7,60,1,5,9,0,49,0.021739130434782608,0.017224098213056333,0,0,81,0
8850,Qatar,2020-03-23,481.0,0.0,20,0,0,13,0,6,0,22,0,8,61,1,6,9,0,50,0.023404255319148935,0.0213667337968299,0,0,82,0
9023,Qatar,2020-03-24,494.0,0.0,21,0,0,14,0,7,0,23,0,9,62,1,7,9,0,51,0.02702702702702703,0.022467381956301588,0,0,83,0
9197,Qatar,2020-03-25,501.0,0.0,22,0,0,15,0,8,0,24,0,10,63,1,8,9,0,52,0.01417004048582996,0.02158511331669713,0,0,84,0
864,Mexico,2020-01-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,0
964,Mexico,2020-01-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,9,0
1064,Mexico,2020-01-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,10,0
1164,Mexico,2020-01-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,11,0
1264,Mexico,2020-01-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,12,0
1364,Mexico,2020-01-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,13,0
1464,Mexico,2020-01-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0.0,0.0,0.0,14,0
1564,Mexico,2020-01-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,0.0,15,0
1664,Mexico,2020-01-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,0.0,0.0,0.0,16,0
1764,Mexico,2020-01-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,0.0,0.0,17,0
1864,Mexico,2020-01-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,18,0
1964,Mexico,2020-01-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0.0,0.0,0.0,19,0
2064,Mexico,2020-01-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,20,0
2163,Mexico,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0,0.0,0.0,0.0,21,0
2262,Mexico,2020-01-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.0,0.0,0.0,0.0,22,0
2361,Mexico,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0.0,0.0,0.0,0.0,23,0
2460,Mexico,2020-01-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0.0,0.0,0.0,0.0,24,0
2559,Mexico,2020-01-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0.0,0.0,0.0,0.0,25,0
2658,Mexico,2020-01-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,0,0,0.0,0.0,0.0,0.0,26,0
2757,Mexico,2020-01-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,19,0,0,0.0,0.0,0.0,0.0,27,0
2856,Mexico,2020-01-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0.0,0.0,0.0,0.0,28,0
2955,Mexico,2020-01-30,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,21,0,0,0.0,0.0,0.0,0.0,29,0
3054,Mexico,2020-01-31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,22,0,0,0.0,0.0,0.0,0.0,30,0
3154,Mexico,2020-02-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,23,0,0,0.0,0.0,0.0,0.0,31,0
3254,Mexico,2020-02-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,0,0,0.0,0.0,0.0,0.0,32,0
3354,Mexico,2020-02-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,25,0,0,0.0,0.0,0.0,0.0,33,0
3454,Mexico,2020-02-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,26,0,0,0.0,0.0,0.0,0.0,34,0
3554,Mexico,2020-02-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,27,0,0,0.0,0.0,0.0,0.0,35,0
3655,Mexico,2020-02-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,28,0,0,0.0,0.0,0.0,0.0,36,0
3755,Mexico,2020-02-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,28,0,1,0.0,0.0,0.0,0.0,37,0
3855,Mexico,2020-02-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,28,0,2,0.0,0.0,0.0,0.0,38,0
3955,Mexico,2020-02-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,28,0,3,0.0,0.0,0.0,0.0,39,0
4055,Mexico,2020-02-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,28,0,4,0.0,0.0,0.0,0.0,40,0
4155,Mexico,2020-02-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,28,0,5,0.0,0.0,0.0,0.0,41,0
4255,Mexico,2020-02-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,28,0,6,0.0,0.0,0.0,0.0,42,0
4355,Mexico,2020-02-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,28,0,7,0.0,0.0,0.0,0.0,43,0
4455,Mexico,2020-02-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,28,0,8,0.0,0.0,0.0,0.0,44,0
4555,Mexico,2020-02-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,23,0,0,28,0,9,0.0,0.0,0.0,0.0,45,0
4655,Mexico,2020-02-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,0,0,28,0,10,0.0,0.0,0.0,0.0,46,0
4755,Mexico,2020-02-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,25,0,0,28,0,11,0.0,0.0,0.0,0.0,47,0
4855,Mexico,2020-02-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26,0,0,28,0,12,0.0,0.0,0.0,0.0,48,0
4955,Mexico,2020-02-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,0,0,28,0,13,0.0,0.0,0.0,0.0,49,0
5055,Mexico,2020-02-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,28,0,0,28,0,14,0.0,0.0,0.0,0.0,50,0
5155,Mexico,2020-02-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29,0,0,28,0,15,0.0,0.0,0.0,0.0,51,0
5255,Mexico,2020-02-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,30,0,0,28,0,16,0.0,0.0,0.0,0.0,52,0
5355,Mexico,2020-02-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,0,0,28,0,17,0.0,0.0,0.0,0.0,53,0
5455,Mexico,2020-02-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32,0,0,28,0,18,0.0,0.0,0.0,0.0,54,0
5555,Mexico,2020-02-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,33,0,0,28,0,19,0.0,0.0,0.0,0.0,55,0
5655,Mexico,2020-02-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,34,0,0,28,0,20,0.0,0.0,0.0,0.0,56,0
5755,Mexico,2020-02-27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,35,0,0,28,0,21,0.0,0.0,0.0,0.0,57,0
5855,Mexico,2020-02-28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,36,0,0,28,0,22,0.0,0.0,0.0,0.0,58,0
5955,Mexico,2020-02-29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,37,0,0,28,0,23,0.0,0.0,0.0,0.0,59,0
6055,Mexico,2020-03-01,2.0,0.0,0,0,0,0,0,0,0,0,0,0,38,0,0,28,0,24,0.0,0.0,0.0,0.0,60,0
6155,Mexico,2020-03-02,4.0,0.0,1,0,0,0,0,0,0,0,0,0,39,0,0,28,0,25,1.0,0.0,0.0,0.0,61,0
6259,Mexico,2020-03-03,5.0,0.0,2,0,0,0,0,0,0,0,0,0,40,0,0,28,0,26,0.25,0.0,0.0,0.0,62,0
6953,Mexico,2020-03-10,7.0,0.0,4,0,0,0,0,0,0,0,0,0,47,0,0,28,0,33,0.0,0.0,0.0,0.0,69,0
7301,Mexico,2020-03-13,11.0,0.0,6,0,0,0,0,0,0,0,0,0,50,1,0,28,0,36,0.0,0.0,0.0,0.0,72,0
7426,Mexico,2020-03-14,16.0,0.0,7,0,0,0,0,0,0,0,0,0,51,2,0,28,0,37,0.45454545454545453,0.11363636363636363,0.0,0.0,73,0
7561,Mexico,2020-03-15,26.0,0.0,8,0,1,0,1,0,1,0,0,0,52,3,0,28,0,38,0.625,0.26988636363636365,0.0,0.0,74,0
7709,Mexico,2020-03-16,41.0,0.0,9,0,1,0,1,0,1,0,0,0,53,4,0,28,0,39,0.5769230769230769,0.41411713286713286,0.0,0.0,75,0
7859,Mexico,2020-03-17,53.0,0.0,10,0,1,0,1,0,1,1,0,0,54,5,0,28,0,40,0.2926829268292683,0.48728786457444995,0.0,0.0,76,0
8010,Mexico,2020-03-18,82.0,0.0,11,0,1,1,1,0,1,2,0,0,55,6,0,28,0,41,0.5471698113207547,0.510443953768275,0.0,0.0,77,0
8164,Mexico,2020-03-19,93.0,0.0,12,0,1,1,1,1,1,3,0,0,56,7,0,28,0,42,0.13414634146341464,0.3877305391341287,0.0,0.0,78,0
8327,Mexico,2020-03-20,118.0,0.0,13,0,1,1,1,2,1,4,0,0,57,8,0,28,0,43,0.26881720430107525,0.3107040709786282,0.0,0.0,79,0
8489,Mexico,2020-03-21,164.0,0.0,14,0,1,1,1,3,1,5,0,0,58,9,0,28,0,44,0.3898305084745763,0.33499096638995524,0.0,0.0,80,0
8653,Mexico,2020-03-22,203.0,2.0,15,0,1,1,1,4,1,6,0,0,59,10,0,28,0,45,0.23780487804878048,0.25764973307196165,0.0,0.0,81,0
8823,Mexico,2020-03-23,251.0,2.0,16,1,1,1,1,5,1,7,0,0,60,11,0,28,0,46,0.23645320197044334,0.28322644819871884,0.0,0.0,82,0
8995,Mexico,2020-03-24,316.0,2.0,17,2,1,1,1,6,1,8,0,0,61,12,0,28,0,47,0.2589641434262948,0.28076318298002373,0.0,0.0,83,0
9168,Mexico,2020-03-25,367.0,4.0,18,3,1,1,1,7,1,9,0,0,62,13,0,28,0,48,0.16139240506329114,0.22365365712720242,1.0,0.25,84,0
62,Macao,2020-01-01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Macao,2020-01-02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
262,Macao,2020-01-03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
362,Macao,2020-01-04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
462,Macao,2020-01-05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0
562,Macao,2020-01-06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0
662,Macao,2020-01-07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,6,0
762,Macao,2020-01-08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,7,0
862,Macao,2020-01-09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0
962,Macao,2020-01-10,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,9,0
1062,Macao,2020-01-11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,10,0
1162,Macao,2020-01-12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,11,0
1262,Macao,2020-01-13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,12,0
1362,Macao,2020-01-14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,13,0
1462,Macao,2020-01-15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,0,0,0,14,0
1562,Macao,2020-01-16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,15,0
1662,Macao,2020-01-17,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,0,0,0,0,0,0,16,0
1762,Macao,2020-01-18,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,0,0,12,0,0,0,0,0,0,17,0
1862,Macao,2020-01-19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,18,0
1962,Macao,2020-01-20,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,0,0,19,0
2062,Macao,2020-01-21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,0,15,0,0,0,0,0,0,20,0
2161,Macao,2020-01-22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,0,0,16,0,0,0,0,0,0,21,0
2260,Macao,2020-01-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,0,0,0,0,0,0,22,0
2359,Macao,2020-01-24,0.0,0.0,0,0,0,0,0,0,0,1,0,0,23,0,0,18,0,0,0,0,0,0,23,0
2458,Macao,2020-01-25,0.0,0.0,0,0,1,0,0,0,0,2,0,0,24,0,0,19,0,0,0,0,0,0,24,0
2557,Macao,2020-01-26,0.0,0.0,0,0,2,0,0,0,0,3,0,0,25,0,0,20,0,0,0,0,0,0,25,0
2656,Macao,2020-01-27,0.0,0.0,0,0,3,0,0,0,0,4,0,0,26,0,0,21,0,0,0,0,0,0,26,0
2755,Macao,2020-01-28,0.0,0.0,0,0,4,0,0,0,0,5,0,0,27,0,0,22,0,0,0,0,0,0,27,0
2854,Macao,2020-01-29,0.0,0.0,0,0,5,0,0,0,0,6,0,0,28,0,0,23,0,0,0,0,0,0,28,0
2953,Macao,2020-01-30,0.0,0.0,0,0,5,1,0,0,0,7,0,0,29,0,0,24,0,0,0,0,0,0,29,0
3052,Macao,2020-01-31,0.0,0.0,0,0,5,2,0,0,0,8,0,0,30,0,0,25,0,0,0,0,0,0,30,0
3152,Macao,2020-02-01,0.0,0.0,0,0,5,3,0,0,0,9,0,0,31,0,0,26,0,0,0,0,0,0,31,0
3252,Macao,2020-02-02,0.0,0.0,0,0,5,4,0,0,0,10,0,0,32,0,0,27,0,0,0,0,0,0,32,0
3352,Macao,2020-02-03,0.0,0.0,0,0,5,5,0,0,0,11,0,0,33,1,0,28,0,0,0,0,0,0,33,0
3452,Macao,2020-02-04,0.0,0.0,0,0,5,6,0,1,0,12,0,0,34,2,0,29,0,0,0,0,0,0,34,0
3552,Macao,2020-02-05,0.0,0.0,0,0,5,7,0,2,0,13,0,0,35,3,0,30,0,0,0,0,0,0,35,0
3653,Macao,2020-02-06,0.0,0.0,0,0,5,8,0,3,0,14,0,0,36,4,0,31,0,0,0,0,0,0,36,0
3753,Macao,2020-02-07,0.0,0.0,0,0,5,9,0,4,0,15,0,0,37,5,0,32,0,0,0,0,0,0,37,0
3853,Macao,2020-02-08,0.0,0.0,0,0,5,10,0,5,0,16,0,0,38,6,0,33,0,0,0,0,0,0,38,0
3953,Macao,2020-02-09,0.0,0.0,0,0,5,11,0,6,0,17,0,0,39,7,0,34,0,0,0,0,0,0,39,0
4053,Macao,2020-02-10,0.0,0.0,0,0,5,12,0,7,0,18,0,0,40,8,0,35,0,0,0,0,0,0,40,0
4153,Macao,2020-02-11,0.0,0.0,0,0,5,13,0,8,0,19,0,0,41,9,0,36,0,0,0,0,0,0,41,0
4253,Macao,2020-02-12,0.0,0.0,0,0,5,14,0,9,0,20,0,0,42,10,0,37,0,0,0,0,0,0,42,0
4353,Macao,2020-02-13,0.0,0.0,0,0,5,15,0,10,0,21,0,0,43,11,0,38,0,0,0,0,0,0,43,0
4453,Macao,2020-02-14,0.0,0.0,0,0,5,16,0,11,0,22,0,0,44,12,0,39,0,0,0,0,0,0,44,0
4553,Macao,2020-02-15,0.0,0.0,0,0,5,17,0,12,0,23,0,0,45,13,0,40,0,0,0,0,0,0,45,0
4653,Macao,2020-02-16,0.0,0.0,0,0,5,18,0,13,0,24,0,0,46,14,0,41,0,0,0,0,0,0,46,0
4753,Macao,2020-02-17,0.0,0.0,0,0,5,19,0,14,0,25,0,0,47,15,0,42,0,0,0,0,0,0,47,0
4853,Macao,2020-02-18,0.0,0.0,0,0,5,20,0,15,0,26,0,0,48,16,0,42,1,0,0,0,0,0,48,0
4953,Macao,2020-02-19,0.0,0.0,0,0,5,21,0,16,0,27,0,0,49,17,0,42,2,0,0,0,0,0,49,0
5053,Macao,2020-02-20,0.0,0.0,0,0,5,22,0,17,0,28,0,0,50,18,0,42,3,0,0,0,0,0,50,0
5153,Macao,2020-02-21,0.0,0.0,0,0,5,23,0,17,0,29,0,0,51,19,0,42,4,0,0,0,0,0,51,0
5253,Macao,2020-02-22,0.0,0.0,0,0,5,24,0,17,0,30,0,0,52,20,0,42,5,0,0,0,0,0,52,0
5353,Macao,2020-02-23,0.0,0.0,0,0,5,25,0,17,0,31,0,0,53,21,0,42,6,0,0,0,0,0,53,0
5453,Macao,2020-02-24,0.0,0.0,0,0,5,26,0,17,0,32,0,0,54,22,0,42,7,0,0,0,0,0,54,0
5553,Macao,2020-02-25,0.0,0.0,0,0,5,27,0,17,0,33,0,0,55,23,0,42,8,0,0,0,0,0,55,0
5653,Macao,2020-02-26,0.0,0.0,0,0,5,28,0,17,0,34,0,0,56,24,0,42,9,0,0,0,0,0,56,0
5753,Macao,2020-02-27,0.0,0.0,0,0,5,29,0,17,0,35,0,0,57,25,0,42,10,0,0,0,0,0,57,0
5853,Macao,2020-02-28,0.0,0.0,0,0,5,30,0,17,0,36,0,0,58,26,0,42,11,0,0,0,0,0,58,0
5953,Macao,2020-02-29,0.0,0.0,0,0,5,31,0,17,0,37,0,0,59,27,0,42,12,0,0,0,0,0,59,0
6053,Macao,2020-03-01,0.0,0.0,0,0,5,32,0,17,0,38,0,0,60,28,0,42,13,0,0,0,0,0,60,0
6153,Macao,2020-03-02,0.0,0.0,0,0,5,33,0,17,0,39,0,0,61,29,0,42,14,0,0,0,0,0,61,0
6256,Macao,2020-03-03,0.0,0.0,0,0,5,34,0,17,0,40,0,0,62,30,0,42,15,0,0,0,0,0,62,0
6354,Macao,2020-03-04,0.0,0.0,0,0,5,35,0,17,0,41,0,0,63,31,0,42,16,0,0,0,0,0,63,0
6447,Macao,2020-03-05,0.0,0.0,0,0,5,36,0,17,0,42,0,0,64,32,0,42,17,0,0,0,0,0,64,0
6543,Macao,2020-03-06,0.0,0.0,0,0,5,37,0,17,0,43,0,0,65,33,0,42,18,0,0,0,0,0,65,0
6641,Macao,2020-03-07,0.0,0.0,0,0,5,38,0,17,0,44,0,0,66,34,0,42,19,0,0,0,0,0,66,0
6744,Macao,2020-03-08,0.0,0.0,0,0,5,39,0,17,0,45,0,0,67,35,0,42,20,0,0,0,0,0,67,0
6848,Macao,2020-03-09,0.0,0.0,0,0,5,40,0,17,0,46,0,0,68,36,0,42,21,0,0,0,0,0,68,0
6951,Macao,2020-03-10,0.0,0.0,0,0,5,41,0,17,0,47,0,0,69,37,0,42,22,0,0,0,0,0,69,0
7058,Macao,2020-03-11,0.0,0.0,0,0,5,42,0,17,0,48,0,0,70,38,0,42,23,0,0,0,0,0,70,0
7176,Macao,2020-03-12,0.0,0.0,0,0,5,43,0,17,0,49,0,0,71,39,0,42,24,0,0,0,0,0,71,0
7297,Macao,2020-03-13,0.0,0.0,0,0,5,44,0,17,0,50,0,0,72,40,0,42,25,0,0,0,0,0,72,0
7422,Macao,2020-03-14,0.0,0.0,0,0,5,45,0,17,0,51,0,0,73,41,0,42,26,0,0,0,0,0,73,0
7556,Macao,2020-03-15,0.0,0.0,0,0,5,46,0,17,0,52,0,0,74,42,0,42,27,0,0,0,0,0,74,0
7704,Macao,2020-03-16,0.0,0.0,0,0,5,47,0,17,0,53,0,0,75,43,0,42,28,0,0,0,0,0,75,0
7854,Macao,2020-03-17,0.0,0.0,0,0,5,48,0,17,0,54,0,0,76,44,0,42,29,0,0,0,0,0,76,0
8005,Macao,2020-03-18,0.0,0.0,0,0,5,49,0,17,0,55,0,0,77,45,0,42,30,0,0,0,0,0,77,0
8159,Macao,2020-03-19,0.0,0.0,0,0,5,50,0,17,0,56,0,0,78,46,0,42,30,1,0,0,0,0,78,0
